name,type,sql,from,to
Get Data from lt_item_sort_type,TableInput,"SELECT
   TRIM(source_system_cd) AS source_system_cd
  ,TRIM(table_name) AS table_name
  ,TRIM(system_field_name) AS system_field_name
  ,IF(system_cd=' ', system_cd, TRIM(system_cd)) AS system_cd
  ,TRIM(system_name) AS system_name
  ,TRIM(system_desc) AS system_desc
  ,TRIM(modified_by) AS modified_by
  ,TRIM(modified_dt) AS modified_dt
FROM hrst_data.lt_item_sort_type",['Select columns comes from athena'],['Update wt_order_type_d']
Insert into wt_item_sort_type_d,TableOutput,,['Update wt_order_type_d'],['Insert into wt_order_type_d']
Replace Null values,IfNull,,['Get Data from lt_overall_order_status'],['Replace Null values']
Select columns comes from athena,SelectValues,,['Replace Null values'],['Select columns comes from athena']
Update wt_item_sort_type_d,Update,,['Select columns comes from athena'],['Update wt_overall_order_status_d']
Get Data from lt_miscellaneous_charge,TableInput,"SELECT
   TRIM(source_system_cd) AS source_system_cd
  ,TRIM(table_name) AS table_name
  ,TRIM(system_field_name) AS system_field_name
  ,IF(system_cd=' ', system_cd, TRIM(system_cd)) AS system_cd
  ,TRIM(system_name) AS system_name
  ,TRIM(system_desc) AS system_desc
  ,TRIM(modified_by) AS modified_by
  ,TRIM(modified_dt) AS modified_dt
FROM hrst_data.lt_miscellaneous_charge",['Update wt_overall_order_status_d'],['Insert into wt_overall_order_status_d']
Insert into wt_miscellaneous_charge_d,TableOutput,,['Get Data from lt_override_ship_hand'],['Replace Null values']
Replace Null values,IfNull,,['Replace Null values'],['Select columns comes from athena']
Select columns comes from athena,SelectValues,,['Select columns comes from athena'],['Update wt_override_ship_hand_d']
Update wt_miscellaneous_charge_d,Update,,['Update wt_override_ship_hand_d'],['Insert into wt_override_ship_hand_d']
Get Data from lt_multimarket_promo_status,TableInput,"SELECT
   TRIM(source_system_cd) AS source_system_cd
  ,TRIM(table_name) AS table_name
  ,TRIM(system_field_name) AS system_field_name
  ,IF(system_cd=' ', system_cd, TRIM(system_cd)) AS system_cd
  ,TRIM(system_name) AS system_name
  ,TRIM(system_desc) AS system_desc
  ,TRIM(modified_by) AS modified_by
  ,TRIM(modified_dt) AS modified_dt
FROM hrst_data.lt_multimarket_promo_status",['Get Data from lt_payment_adjustment_type'],['Replace Null values']
Insert into wt_multimarket_promo_status_d,TableOutput,,['Replace Null values'],['Select columns comes from athena']
Replace Null values,IfNull,,['Select columns comes from athena'],['Update wt_payment_adjustment_type_d']
Select columns comes from athena,SelectValues,,['Update wt_payment_adjustment_type_d'],['Insert into wt_payment_adjustment_type_d']
Update wt_multimarket_promo_status_d,Update,,['Get Data from lt_payment_src '],['Replace Null values']
Get Data from lt_new_plan_status ,TableInput,"SELECT
   TRIM(source_system_cd) AS source_system_cd
  ,TRIM(table_name) AS table_name
  ,TRIM(system_field_name) AS system_field_name
  ,IF(system_cd=' ', system_cd, TRIM(system_cd)) AS system_cd
  ,TRIM(system_name) AS system_name
  ,TRIM(system_desc) AS system_desc
  ,TRIM(modified_by) AS modified_by
  ,TRIM(modified_dt) AS modified_dt
FROM hrst_data.lt_new_plan_status 
WHERE LENGTH(source_system_cd) > 0 --this condition has temporarily been added because source contains bad data.",['Select columns comes from athena'],['Update wt_payment_src_d']
Insert into wt_new_plan_status_d,TableOutput,,['Update wt_payment_src_d'],['Insert into wt_payment_src_d']
Replace Null values,IfNull,,['Replace Null values'],['Select columns comes from athena']
Select columns comes from athena,SelectValues,,['Get Data from lt_product_class'],['Replace Null values']
Update wt_new_plan_status_d,Update,,['Replace Null values'],['Select columns comes from athena']
Get Data from lt_not_pulled_reason,TableInput,"SELECT
   TRIM(source_system_cd) AS source_system_cd
  ,TRIM(table_name) AS table_name
  ,TRIM(system_field_name) AS system_field_name
  ,IF(system_cd=' ', system_cd, TRIM(system_cd)) AS system_cd
  ,TRIM(system_name) AS system_name
  ,TRIM(system_desc) AS system_desc
  ,TRIM(modified_by) AS modified_by
  ,TRIM(modified_dt) AS modified_dt
FROM hrst_data.lt_not_pulled_reason",['Select columns comes from athena'],['Update wt_product_class_d']
Insert into wt_not_pulled_reason_d,TableOutput,,['Update wt_product_class_d'],['Insert into wt_product_class_d']
Replace Null values,IfNull,,['Get Data from lt_product_personalization'],['Data_Type_Conversion_Rename']
Select columns comes from athena,SelectValues,,['Data_Type_Conversion_Rename'],['Null_Handller']
Update wt_not_pulled_reason_d,Update,,['Null_Handller'],['Upd_wt_product_personalization_d']
Get Data from lt_old_plan_status,TableInput,"SELECT
   TRIM(source_system_cd) AS source_system_cd
  ,TRIM(table_name) AS table_name
  ,TRIM(system_field_name) AS system_field_name
  ,IF(system_cd=' ', system_cd, TRIM(system_cd)) AS system_cd
  ,TRIM(system_name) AS system_name
  ,TRIM(system_desc) AS system_desc
  ,TRIM(modified_by) AS modified_by
  ,TRIM(modified_dt) AS modified_dt
FROM hrst_data.lt_old_plan_status
WHERE LENGTH(source_system_cd) > 0 --  this condition has temporarily been added because source contains bad data.",['Upd_wt_product_personalization_d'],['Ins_wt_product_personalization_d']
Insert into wt_old_plan_status_d,TableOutput,,['Get Data from lt_product_type'],['Data_Type_Conversion_Rename']
Replace Null values,IfNull,,['Data_Type_Conversion_Rename'],['Null_Handller']
Select columns comes from athena,SelectValues,,['Null_Handller'],['Upd_wt_product_type_d']
Update wt_old_plan_status_d,Update,,['Upd_wt_product_type_d'],['Ins_wt_product_type_d']
Get Data from lt_order_payment,TableInput,"SELECT
   TRIM(source_system_cd) AS source_system_cd
  ,TRIM(table_name) AS table_name
  ,TRIM(system_field_name) AS system_field_name
  ,IF(system_cd=' ', system_cd, TRIM(system_cd)) AS system_cd
  ,TRIM(system_name) AS system_name
  ,TRIM(system_desc) AS system_desc
  ,TRIM(modified_by) AS modified_by
  ,TRIM(modified_dt) AS modified_dt
FROM hrst_data.lt_order_payment 
WHERE LENGTH(source_system_cd) > 0 --this condition has temporarily been added because source contains bad data.",['Get staged data'],['Update wt_promotion_key_d']
Insert into wt_order_payment_d,TableOutput,,['Update wt_promotion_key_d'],['Insert into wt_promotion_key_d']
Replace Null values,IfNull,,['Get Data from lt_reason_return_accepted'],['Replace Null values']
Select columns comes from athena,SelectValues,,['Select columns comes from athena'],['Update wt_reason_return_accepted_d']
Update wt_order_payment_d,Update,,['Update wt_reason_return_accepted_d'],['Insert into wt_reason_return_accepted_d']
Get Data from DL,TableInput,"SELECT
  source_system_cd
  ,table_name
  ,system_field_name
  ,system_cd
  ,system_name
  ,system_desc
  ,modified_by
  ,modified_dt

FROM lt_gift_set_type where source_system_cd = 'SERVPF'

",['Replace Null values'],['Select columns comes from athena']
Insert into wt_order_set_code_d,TableOutput,,['Get Data from lt_refund_charge'],['Replace Null values']
Replace Null values,IfNull,,['Select columns comes from athena'],['Update wt_refund_charge_d']
Select columns comes from DL,SelectValues,,['Update wt_refund_charge_d'],['Insert into wt_refund_charge_d']
Sort rows selected from DL,SortRows,,['Replace Null values'],['Select columns comes from athena']
Update wt_order_set_code_d,Update,,['Get Data from lt_refund_method'],['Replace Null values']
Get Data from lt_order_type,TableInput,"SELECT
   TRIM(source_system_cd) AS source_system_cd
  ,TRIM(table_name) AS table_name
  ,TRIM(system_field_name) AS system_field_name
  ,IF(system_cd=' ', system_cd, TRIM(system_cd)) AS system_cd
  ,TRIM(system_name) AS system_name
  ,TRIM(system_desc) AS system_desc
  ,TRIM(modified_by) AS modified_by
  ,TRIM(modified_dt) AS modified_dt
FROM hrst_data.lt_order_type

",['Replace Null values'],['Select columns comes from athena']
Insert into wt_order_type_d,TableOutput,,['Select columns comes from athena'],['Update wt_refund_method_d']
Replace Null values,IfNull,,['Update wt_refund_method_d'],['Insert into wt_refund_method_d']
Select columns comes from athena,SelectValues,,['Get Data from lt_refund_reason'],['Replace Null values']
Update wt_order_type_d,Update,,['Replace Null values'],['Select columns comes from athena']
Get Data from lt_overall_order_status,TableInput,"SELECT
 TRIM(source_system_cd) AS source_system_cd
  ,TRIM(table_name) AS table_name
  ,TRIM(system_field_name) AS system_field_name
  ,IF(system_cd=' ', system_cd, TRIM(system_cd)) AS system_cd
  ,TRIM(system_name) AS system_name
  ,TRIM(system_desc) AS system_desc
  ,TRIM(modified_by) AS modified_by
  ,TRIM(modified_dt) AS modified_dt
FROM hrst_data.lt_overall_order_status",['Select columns comes from athena'],['Update wt_refund_reason_d']
Insert into wt_overall_order_status_d,TableOutput,,['Update wt_refund_reason_d'],['Insert into wt_refund_reason_d']
Replace Null values,IfNull,,['Get Data from lt_refund_src'],['Replace Null values']
Select columns comes from athena,SelectValues,,['Replace Null values'],['Select columns comes from athena']
Update wt_overall_order_status_d,Update,,['Select columns comes from athena'],['Update wt_refund_src_d']
Get Data from lt_override_ship_hand,TableInput,"SELECT
   TRIM(source_system_cd) AS source_system_cd
  ,TRIM(table_name) AS table_name
  ,TRIM(system_field_name) AS system_field_name
  ,IF(system_cd=' ', system_cd, TRIM(system_cd)) AS system_cd
  ,TRIM(system_name) AS system_name
  ,TRIM(system_desc) AS system_desc
  ,TRIM(modified_by) AS modified_by
  ,TRIM(modified_dt) AS modified_dt
FROM hrst_data.lt_override_ship_hand",['Update wt_refund_src_d'],['Insert into wt_refund_src_d']
Insert into wt_override_ship_hand_d,TableOutput,,['Get Data from lt_refund_status '],['Replace Null values']
Replace Null values,IfNull,,['Replace Null values'],['Select columns comes from athena']
Select columns comes from athena,SelectValues,,['Select columns comes from athena'],['Update wt_refund_status_d']
Update wt_override_ship_hand_d,Update,,['Update wt_refund_status_d'],['Insert into wt_refund_status_d']
Get Data from lt_payment_adjustment_type,TableInput,"SELECT
 TRIM(source_system_cd) AS source_system_cd
  ,TRIM(table_name) AS table_name
  ,TRIM(system_field_name) AS system_field_name
  ,IF(system_cd=' ', system_cd, TRIM(system_cd)) AS system_cd
  ,TRIM(system_name) AS system_name
  ,TRIM(system_desc) AS system_desc
  ,TRIM(modified_by) AS modified_by
  ,TRIM(modified_dt) AS modified_dt
FROM hrst_data.lt_payment_adjustment_type",['Get Data from lt_reported_undeliverable'],['Replace Null values']
Insert into wt_payment_adjustment_type_d,TableOutput,,['Replace Null values'],['Select columns comes from athena']
Replace Null values,IfNull,,['Select columns comes from athena'],['Update wt_reported_undeliverable_d']
Select columns comes from athena,SelectValues,,['Update wt_reported_undeliverable_d'],['Insert into wt_reported_undeliverable_d']
Update wt_payment_adjustment_type_d,Update,,['Get Data from lt_return_applied'],['Replace Null values']
Get Data from lt_payment_src ,TableInput,"SELECT
   TRIM(source_system_cd) AS source_system_cd
  ,TRIM(table_name) AS table_name
  ,TRIM(system_field_name) AS system_field_name
  ,IF(system_cd=' ', system_cd, TRIM(system_cd)) AS system_cd
  ,TRIM(system_name) AS system_name
  ,TRIM(system_desc) AS system_desc
  ,TRIM(modified_by) AS modified_by
  ,TRIM(modified_dt) AS modified_dt
FROM hrst_data.lt_payment_src 
WHERE LENGTH(source_system_cd) > 0 --this condition has temporarily been added because source contains bad data.",['Replace Null values'],['Select columns comes from athena']
Insert into wt_payment_src_d,TableOutput,,['Select columns comes from athena'],['Update wt_return_applied_d']
Replace Null values,IfNull,,['Update wt_return_applied_d'],['Insert into wt_return_applied_d']
Select columns comes from athena,SelectValues,,['Get Data from lt_return_reason'],['Replace Null values']
Update wt_payment_src_d,Update,,['Replace Null values'],['Select columns comes from athena']
Get Data from lt_product_class,TableInput,"SELECT
   TRIM(source_system_cd) AS source_system_cd
  ,TRIM(table_name) AS table_name
  ,TRIM(system_field_name) AS system_field_name
  ,IF(system_cd=' ', system_cd, TRIM(system_cd)) AS system_cd
  ,TRIM(system_name) AS system_name
  ,TRIM(system_desc) AS system_desc
  ,TRIM(modified_by) AS modified_by
  ,TRIM(modified_dt) AS modified_dt
FROM hrst_data.lt_product_class",['Select columns comes from athena'],['Update wt_return_reason_d']
Insert into wt_product_class_d,TableOutput,,['Update wt_return_reason_d'],['Insert into wt_return_reason_d']
Replace Null values,IfNull,,['Get Data from lt_return_type'],['Replace Null values']
Select columns comes from athena,SelectValues,,['Replace Null values'],['Select columns comes from athena']
Update wt_product_class_d,Update,,['Select columns comes from athena'],['Update wt_return_type_d']
Data_Type_Conversion_Rename,SelectValues,,['Update wt_return_type_d'],['Insert into wt_return_type_d']
Get Data from lt_product_personalization,TableInput,"SELECT
   TRIM(source_system_cd) AS source_system_cd
  ,TRIM(table_name) AS table_name
  ,TRIM(system_field_name) AS system_field_name
  ,IF(system_cd=' ', system_cd, TRIM(system_cd)) AS system_cd
  ,TRIM(system_name) AS system_name
  ,TRIM(system_desc) AS system_desc
  ,TRIM(modified_by) AS modified_by
  ,TRIM(modified_dt) AS modified_dt
FROM hrst_data.lt_product_personalization",['Get data from lt_service_code'],['Data_Type_Conversion_Rename']
Ins_wt_product_personalization_d,TableOutput,,['Data_Type_Conversion_Rename'],['Null_Handller']
Null_Handller,IfNull,,['Null_Handller'],['Upd_wt_service_code_d']
Upd_wt_product_personalization_d,Update,,['Upd_wt_service_code_d'],['Ins_wt_service_code_d']
Data_Type_Conversion_Rename,SelectValues,,['Get Data from lt_ship_handle_method'],['Replace Null values']
Get Data from lt_product_type,TableInput,"SELECT
   TRIM(source_system_cd) AS source_system_cd
  ,TRIM(table_name) AS table_name
  ,TRIM(system_field_name) AS system_field_name
  ,IF(system_cd=' ', system_cd, TRIM(system_cd)) AS system_cd
  ,TRIM(system_name) AS system_name
  ,TRIM(system_desc) AS system_desc
  ,TRIM(modified_by) AS modified_by
  ,TRIM(modified_dt) AS modified_dt
FROM hrst_data.lt_product_type",['Replace Null values'],['Select columns comes from athena']
Ins_wt_product_type_d,TableOutput,,['Select columns comes from athena'],['Update wt_ship_handle_method_d']
Null_Handller,IfNull,,['Update wt_ship_handle_method_d'],['Insert into wt_ship_handle_method_d']
Upd_wt_product_type_d,Update,,['Get data from lt_shipped_status'],['Data_Type_Conversion_Rename']
Get staged data,TableInput,"SELECT client_abbr,
    product_line_abbr,
    new_key,
    promotion_key,
    source_cd_1,
    source_cd_2,
    source_cd_3,
    mailed_qty,
    promotion_ship_days_nbr,
    promotion_ship_dt,
    mail_dt,
    promotion_key_desc,
    IFNULL(promotion_key_status_cd,'N') AS promotion_key_status_ind,
    installmens_offered_nbr,
    IFNULL(shipping_handling_ind,'N') AS shipping_handling_ind,
    shipping_handling_amt,
    IFNULL(credit_orders_allowed_cd,'N') AS credit_orders_allowed_cd,
	CASE IFNULL(credit_orders_allowed_cd,'N')
		WHEN 'B' THEN 'Bill Me'
		WHEN 'P' THEN 'Prepay'
		WHEN 'N' THEN 'Normal'
		ELSE 'Normal'
	END AS credit_orders_allowed_name, 
    campaing_cd,
    sales_cnt_start_dt,
    sales_cnt,
    label_pull_group_cd,
    bill_category,
    IFNULL(init_continuity_cd,'N') AS init_continuity_cd,
	CASE IFNULL(init_continuity_cd,'N')
		WHEN 'D' THEN 'Defer to product inventory file'
		WHEN 'Y' THEN 'Initiate order generation process'
		WHEN 'N' THEN 'Not involved with continuity'
		ELSE 'Not involved with continuity'
	END AS init_continuity_name,
    offer_table,
    free_trial_days_nbr,
    continuity_plan_cd,
    product_nbr_1,
    continuity_plan_cd_1,
    product_nbr_2,
    continuity_plan_cd_2,
    product_nbr_3,
    continuity_plan_cd_3,
    product_nbr_4,
    continuity_plan_cd_4,
    product_nbr_5,
    continuity_plan_cd_5,
    IFNULL(ftc_exceptions_cd,'N') AS ftc_exceptions_cd,
	CASE IFNULL(ftc_exceptions_cd,'N')
		WHEN 'B' THEN 'Both exceptions'
		WHEN 'C' THEN 'Campaign exceptions'
		WHEN 'P' THEN 'Promotion key exceptions'
		WHEN 'N' THEN 'No exceptions'
		ELSE 'No exceptions'
	END AS ftc_exceptions_name,
    product_price_variance_table,
    days_until_ship_dt_nbr,
    bypass_credit_check_1,
    bypass_credit_check_2,
    bypass_credit_check_3,
    bypass_credit_check_4,
    bypass_credit_check_5,
    bypass_credit_check_6,
    bypass_credit_check_7,
    bypass_credit_check_8,
    bypass_credit_check_9,
    bypass_credit_check_10,
    IFNULL(delayed_billing_ind,'N') AS delayed_billing_cd,
	CASE IFNULL(delayed_billing_ind,'N')
		WHEN 'A' THEN 'All delay'
		WHEN 'G' THEN 'Generation delay'
		WHEN 'O' THEN 'Non-generation delay'
		WHEN 'N' THEN 'No delay'
		ELSE 'No delay'
	END AS delayed_billing_name,
    daelayed_billing_days_nbr,
    delayed_billing_dt,
    first_free_ind,
    unpaid_credits_nbr,
    first_paid_ind,
    finder_number_options_ind,
    var_key,
    expire_dt,
    expire_key,
    credit_screen_variable,
    sweeps_ind,
    late_fees_ind,
    discount_amt,
    max_discount_pct,
    discount_expire_dt,
    expire_letter_ind,
    shipping_hndling_group,
    install_paid,
    products_allowed_ind,
    preview_allowed_ind,
    offer_ovverride_ind,
    recipt_ship_dt
FROM lt_promotion_key_stg
",['Data_Type_Conversion_Rename'],['Null_Handller']
Insert into wt_promotion_key_d,TableOutput,,['Null_Handller'],['Upd_wt_shipped_status_d']
Update wt_promotion_key_d,Update,,['Upd_wt_shipped_status_d'],['Ins_wt_shipped_status_d']
Get Data from lt_reason_return_accepted,TableInput,"SELECT
   TRIM(source_system_cd) AS source_system_cd
  ,TRIM(table_name) AS table_name
  ,TRIM(system_field_name) AS system_field_name
  ,IF(system_cd=' ', system_cd, TRIM(system_cd)) AS system_cd
  ,TRIM(system_name) AS system_name
  ,TRIM(system_desc) AS system_desc
  ,TRIM(modified_by) AS modified_by
  ,TRIM(modified_dt) AS modified_dt
FROM hrst_data.lt_reason_return_accepted 
WHERE LENGTH(source_system_cd) > 0 --this condition has temporarily been added because source contains bad data.",['Get Data from lt_actual_ship_method'],['Replace Null values']
Insert into wt_reason_return_accepted_d,TableOutput,,['Replace Null values'],['Select columns comes from athena']
Replace Null values,IfNull,,['Select columns comes from athena'],['Update wt_shipping_method_d']
Select columns comes from athena,SelectValues,,['Update wt_shipping_method_d'],['Insert into wt_shipping_method_d']
Update wt_reason_return_accepted_d,Update,,['Get Data from lt_write_off_src'],['Replace Null values']
Get Data from lt_refund_charge,TableInput,"SELECT
   TRIM(source_system_cd) AS source_system_cd
  ,TRIM(table_name) AS table_name
  ,TRIM(system_field_name) AS system_field_name
  ,IF(system_cd=' ', system_cd, TRIM(system_cd)) AS system_cd
  ,TRIM(system_name) AS system_name
  ,TRIM(system_desc) AS system_desc
  ,TRIM(modified_by) AS modified_by
  ,TRIM(modified_dt) AS modified_dt
FROM hrst_data.lt_refund_charge",['Replace Null values'],['Select columns comes from athena']
Insert into wt_refund_charge_d,TableOutput,,['Select columns comes from athena'],['Update wt_write_off_src_d']
Replace Null values,IfNull,,['Update wt_write_off_src_d'],['Insert into wt_write_off_src_d']
Select columns comes from athena,SelectValues,,['Get Data from lt_write_off'],['Replace Null values']
Update wt_refund_charge_d,Update,,['Replace Null values'],['Select columns comes from athena']
Get Data from lt_refund_method,TableInput,"SELECT
   TRIM(source_system_cd) AS source_system_cd
  ,TRIM(table_name) AS table_name
  ,TRIM(system_field_name) AS system_field_name
  ,IF(system_cd=' ', system_cd, TRIM(system_cd)) AS system_cd
  ,TRIM(system_name) AS system_name
  ,TRIM(system_desc) AS system_desc
  ,TRIM(modified_by) AS modified_by
  ,TRIM(modified_dt) AS modified_dt
FROM hrst_data.lt_refund_method
WHERE LENGTH(source_system_cd)>0 --  this condition has temporarily been added because source contains bad data.",['Select columns comes from athena'],['Update wt_write_off_d']
Insert into wt_refund_method_d,TableOutput,,['Update wt_write_off_d'],['Insert into wt_write_off_d']
Replace Null values,IfNull,,['Get Data from lt_campaign'],['Staged lt_campaign_stg']
Select columns comes from athena,SelectValues,,['Get Data from lt_continuity_plan'],['Staged CP']
Update wt_refund_method_d,Update,,['Get Data from lt_promotion_key'],['Staged lt_promotion_key_stg']
Get Data from lt_refund_reason,TableInput,"SELECT
   TRIM(source_system_cd) AS source_system_cd
  ,TRIM(table_name) AS table_name
  ,TRIM(system_field_name) AS system_field_name
  ,IF(system_cd=' ', system_cd, TRIM(system_cd)) AS system_cd
  ,TRIM(system_name) AS system_name
  ,TRIM(system_desc) AS system_desc
  ,TRIM(modified_by) AS modified_by
  ,TRIM(modified_dt) AS modified_dt
FROM hrst_data.lt_refund_reason
WHERE LENGTH(source_system_cd) >0 --  this condition has temporarily been added because source contains bad data.",['Get staged data'],['Product Line Dimension lookup/update']
Insert into wt_refund_reason_d,TableOutput,,['Get staged data'],['Product Dimension lookup/update']
Replace Null values,IfNull,,['Get Data from lt_product'],['Replace null values']
Select columns comes from athena,SelectValues,,['Replace null values'],['Replace 0 and NULL to Default Date']
Update wt_refund_reason_d,Update,,['Replace 0 and NULL to Default Date'],['Staged lt_product_stg']
Get Data from lt_refund_src,TableInput,"SELECT
   TRIM(source_system_cd) AS source_system_cd
  ,TRIM(table_name) AS table_name
  ,TRIM(system_field_name) AS system_field_name
  ,IF(system_cd=' ', system_cd, TRIM(system_cd)) AS system_cd
  ,TRIM(system_name) AS system_name
  ,TRIM(system_desc) AS system_desc
  ,TRIM(modified_by) AS modified_by
  ,TRIM(modified_dt) AS modified_dt
FROM hrst_data.lt_refund_src
WHERE LENGTH(source_system_cd)>0 --  this condition has temporarily been added because source contains bad data.",['Get Data from lt_product_line'],['Staged lt_product_line_stg']
Insert into wt_refund_src_d,TableOutput,,['Get staged data'],['Product Dimension lookup/update']
Replace Null values,IfNull,,['Get Data from DL'],['Replace null values']
Select columns comes from athena,SelectValues,,['Replace null values'],['Replace 0 and NULL to Default Date']
Update wt_refund_src_d,Update,,['Replace 0 and NULL to Default Date'],['Staged lt_product_stg']
Get Data from lt_refund_status ,TableInput,"SELECT  
	UPPER(TRIM(source_system_cd)) AS source_system_cd
	,TRIM(table_name) AS table_name
	,TRIM(system_field_name) AS system_field_name
	,IF(system_cd=' ', system_cd, TRIM(system_cd)) AS system_cd
	,TRIM(system_name) AS system_name
	,TRIM(system_desc) AS system_desc
	,TRIM(modified_by) AS modified_by
	,TRIM(modified_dt) AS modified_dt
FROM hrst_data.lt_refund_status  
WHERE UPPER(TRIM(source_system_cd)) ${sourcecode}",['Get staged data'],['If field value is null']
Insert into wt_refund_status_d,TableOutput,,['If field value is null'],['create billkey fact load file']
Replace Null values,IfNull,,['Get billkey fact filenames'],['Copy rows to result']
Select columns comes from athena,SelectValues,,['Get billkey stg filenames'],['Write to log']
Update wt_refund_status_d,Update,,['Write to log'],['Copy rows to result']
Get Data from lt_reported_undeliverable,TableInput,"SELECT
 TRIM(source_system_cd) AS source_system_cd
  ,TRIM(table_name) AS table_name
  ,TRIM(system_field_name) AS system_field_name
  ,IF(system_cd=' ', system_cd, TRIM(system_cd)) AS system_cd
  ,TRIM(system_name) AS system_name
  ,TRIM(system_desc) AS system_desc
  ,TRIM(modified_by) AS modified_by
  ,TRIM(modified_dt) AS modified_dt
FROM hrst_data.lt_reported_undeliverable
WHERE LENGTH(source_system_cd) > 0 --  this condition has temporarily been added because source contains bad data.",['Get data from lt_bill_key'],['If field value is null']
Insert into wt_reported_undeliverable_d,TableOutput,,['If field value is null'],['create lt_bill_key stage files']
Replace Null values,IfNull,,['Get data from lt_change_continuity_status_stg'],['Filter rows']
Select columns comes from athena,SelectValues,,['Filter rows'],['Load staged change_continuity_status hold table']
Update wt_reported_undeliverable_d,Update,,['Filter rows'],['If field value is null']
Get Data from lt_return_applied,TableInput,"SELECT
 TRIM(source_system_cd) AS source_system_cd
  ,TRIM(table_name) AS table_name
  ,TRIM(system_field_name) AS system_field_name
  ,IF(system_cd=' ', system_cd, TRIM(system_cd)) AS system_cd
  ,TRIM(system_name) AS system_name
  ,TRIM(system_desc) AS system_desc
  ,TRIM(modified_by) AS modified_by
  ,TRIM(modified_dt) AS modified_dt
FROM hrst_data.lt_return_applied
WHERE LENGTH(source_system_cd) > 0 --  this condition has temporarily been added because source contains bad data.",['If field value is null'],['create change_continuity_status fact load file']
Insert into wt_return_applied_d,TableOutput,,['Get data from lt_change_continuity_status'],['If field value is null']
Replace Null values,IfNull,,['If field value is null'],['create lt_change_continuity_status stage files']
Select columns comes from athena,SelectValues,,['Get fact filenames'],['Write to log']
Update wt_return_applied_d,Update,,['Write to log'],['Copy rows to result']
Get Data from lt_return_reason,TableInput,"SELECT
 TRIM(source_system_cd) AS source_system_cd
  ,TRIM(table_name) AS table_name
  ,TRIM(system_field_name) AS system_field_name
  ,IF(system_cd=' ', system_cd, TRIM(system_cd)) AS system_cd
  ,TRIM(system_name) AS system_name
  ,TRIM(system_desc) AS system_desc
  ,TRIM(modified_by) AS modified_by
  ,TRIM(modified_dt) AS modified_dt
FROM hrst_data.lt_return_reason
WHERE LENGTH(source_system_cd)> 0",['Get File Names'],['Copy rows to result']
Insert into wt_return_reason_d,TableOutput,,['Get hold filenames'],['Write to log']
Replace Null values,IfNull,,['Write to log'],['Copy rows to result']
Select columns comes from athena,SelectValues,,['Select last update date for given table'],['Select values']
Update wt_return_reason_d,Update,,['Select values'],['Set update date parameter']
Get Data from lt_return_type,TableInput,"SELECT
 TRIM(source_system_cd) AS source_system_cd
  ,TRIM(table_name) AS table_name
  ,TRIM(system_field_name) AS system_field_name
  ,IF(system_cd=' ', system_cd, TRIM(system_cd)) AS system_cd
  ,TRIM(system_name) AS system_name
  ,TRIM(system_desc) AS system_desc
  ,TRIM(modified_by) AS modified_by
  ,TRIM(modified_dt) AS modified_dt
FROM hrst_data.lt_return_type
WHERE LENGTH(source_system_cd) > 0 --  this condition has temporarily been added because source contains bad data.",['Get stage filenames'],['Write to log']
Insert into wt_return_type_d,TableOutput,,['Write to log'],['Copy rows to result']
Replace Null values,IfNull,,['Get rows from result'],['Write to log']
Select columns comes from athena,SelectValues,,['Write to log'],['Set Variables']
Update wt_return_type_d,Update,,['Filter rows '],['Load staged credit_card_charge hold table']
Data_Type_Conversion_Rename,SelectValues,,['Get staged data'],['Filter rows ']
Get data from lt_service_code,TableInput,"SELECT
 TRIM(source_system_cd) AS source_system_cd
  ,TRIM(table_name) AS table_name
  ,TRIM(system_field_name) AS system_field_name
  ,IF(system_cd=' ', system_cd, TRIM(system_cd)) AS system_cd
  ,TRIM(system_name) AS system_name
  ,TRIM(system_desc) AS system_desc
  ,TRIM(modified_by) AS modified_by
  ,TRIM(modified_dt) AS modified_dt
FROM hrst_data.lt_service_code",['Filter rows '],['If field value is null']
Ins_wt_service_code_d,TableOutput,,['If field value is null'],['create credit_card_charge fact load file']
Null_Handller,IfNull,,['Get data from lt_credit_card_charge'],['Text file output']
Upd_wt_service_code_d,Update,,['If field value is null'],['create credit_card_refund_charge fact load file']
Get Data from lt_ship_handle_method,TableInput,"SELECT
   TRIM(source_system_cd) AS source_system_cd
  ,TRIM(table_name) AS table_name
  ,TRIM(system_field_name) AS system_field_name
  ,IF(system_cd=' ', system_cd, TRIM(system_cd)) AS system_cd
  ,TRIM(system_name) AS system_name
  ,TRIM(system_desc) AS system_desc
  ,TRIM(modified_by) AS modified_by
  ,TRIM(modified_dt) AS modified_dt
FROM hrst_data.lt_ship_handle_method",['Filter rows'],['Load staged credit_card_refund_charge hold table']
Insert into wt_ship_handle_method_d,TableOutput,,['Get data from lt_credit_card_refund_charge_stg'],['Filter rows']
Replace Null values,IfNull,,['Filter rows'],['If field value is null']
Select columns comes from athena,SelectValues,,['Get data from lt_credit_card_refund_charge'],['If field value is null']
Update wt_ship_handle_method_d,Update,,['If field value is null'],['create lt_credit_card_refund_charge stage files']
Data_Type_Conversion_Rename,SelectValues,,['Get data from lt_negative_option_generation_stg'],['Filter rows']
